supermercado,categoria,familia,nombre,producto_id,sku_id,marca,url,imagen,vendedor,precio_tarjeta,nombre_tarjeta,tarjeta_descuento_pct,precio_internet,precio_normal,precio_descuento,precio_regular,tiene_descuento,descuento_pct,fecha_extraccion
plazavea,zapallo-berenjena-y-caigua,verduras,Zapallo Italiano x und.,10404,9552,PLAZA VEA,https://www.plazavea.com.pe/zapallo-italiano-x-und-1/p,https://plazavea.vteximg.com.br/arquivos/ids/169308/61537.jpg?v=635769969641900000,Plaza Vea,,,,2.7,3.59,2.7,3.59,True,24.8,2026-07-05T08:05:44
plazavea,zapallo-berenjena-y-caigua,verduras,Caigua x und.,9985,10636,PLAZA VEA,https://www.plazavea.com.pe/caigua-x-und-1/p,https://plazavea.vteximg.com.br/arquivos/ids/646189/180184.jpg?v=637443514544570000,Plaza Vea,,,,1.99,,1.99,1.99,False,,2026-07-05T08:05:44
plazavea,zapallo-berenjena-y-caigua,verduras,Berenjena x und.,11204,9816,PLAZA VEA,https://www.plazavea.com.pe/berenjena-x-und-1/p,https://plazavea.vteximg.com.br/arquivos/ids/265504/59268.jpg?v=637091015891470000,Plaza Vea,,,,3.49,,3.49,3.49,False,,2026-07-05T08:05:44
plazavea,zapallo-berenjena-y-caigua,verduras,Caigua Chilena x und.,11239,9496,PLAZA VEA,https://www.plazavea.com.pe/caigua-chilena-x-und-1/p,https://plazavea.vteximg.com.br/arquivos/ids/518737/69359.jpg?v=637417690968070000,Plaza Vea,,,,2.99,,2.99,2.99,False,,2026-07-05T08:05:44
plazavea,zapallo-berenjena-y-caigua,verduras,Zapallo Macre x kg,40256,40242,PLAZA VEA,https://www.plazavea.com.pe/zapallo-macre-1un-1-tajada-mer/p,https://plazavea.vteximg.com.br/arquivos/ids/202414/20017639.jpg?v=636722148063470000,Plaza Vea,,,,3.79,,3.79,3.79,False,,2026-07-05T08:05:44
plazavea,zapallo-berenjena-y-caigua,verduras,Zapallo Macre x kg,30663,30674,PLAZA VEA,https://www.plazavea.com.pe/zapallo-macre-1un-1-tajada-prov-1/p,https://plazavea.vteximg.com.br/arquivos/ids/26975555/20017640.jpg?v=638247755922100000,Plaza Vea,,,,4.29,,4.29,4.29,False,,2026-07-05T08:05:44
tottus,carne-de-res,res,Carne Molida De Res Corte Clásico Tottus x 500 g,113787352,113787354,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/113787352/carne-molida-de-res-corte-clasico-tottus,https://media.tottus.com.pe/tottusPE/42376798_1/public,TOTTUS,,,,12.2,12.9,12.2,12.9,True,5.4,2026-07-06T09:54:23
tottus,carne-de-res,res,Bisteck Molido De Res Corte Clásico Tottus x 500 g,113787384,113787386,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/113787384/bisteck-molido-de-res-corte-clasico-tottus,https://media.tottus.com.pe/tottusPE/42376799_1/public,TOTTUS,17.5,CMR,5.4,18.5,19.5,17.5,18.5,True,5.4,2026-07-06T09:54:23
tottus,carne-de-res,res,Bisteck Tottus,115845404,115845405,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845404/bisteck-tottus,https://media.tottus.com.pe/tottusPE/42092543_1/public,TOTTUS,,,,42.9,43.9,42.9,43.9,True,2.3,2026-07-06T09:54:23
tottus,carne-de-res,res,Guiso Especial Tottus,115845406,115845407,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845406/guiso-especial-tottus,https://media.tottus.com.pe/tottusPE/42092545_1/public,TOTTUS,37.9,CMR,5.0,39.9,42.9,37.9,39.9,True,5.0,2026-07-06T09:54:23
tottus,carne-de-res,res,Bisteck Cadera Tottus x Kg,115845402,115845403,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845402/bisteck-cadera-tottus-x-kg,https://media.tottus.com.pe/tottusPE/42092541_1/public,TOTTUS,,,,58.9,,58.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Bisteck Molido Tottus,115851601,115851603,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115851601/bisteck-molido-tottus,https://media.tottus.com.pe/tottusPE/42542438_1/public,TOTTUS,,,,40.9,,40.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Guiso Económico Tottus,115845557,115845558,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845557/guiso-economico-tottus,https://media.tottus.com.pe/tottusPE/42092544_1/public,TOTTUS,,,,38.9,39.9,38.9,39.9,True,2.5,2026-07-06T09:54:23
tottus,carne-de-res,res,Hígado De Res Tottus x Kg,115825153,115825154,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115825153/higado-de-res-tottus,https://media.tottus.com.pe/tottusPE/40537418_1/public,TOTTUS,,,,13.5,13.9,13.5,13.9,True,2.9,2026-07-06T09:54:23
tottus,carne-de-res,res,Carne Molida Tottus x Kg,115851716,115851721,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115851716/carne-molida-tottus-x-kg,https://media.tottus.com.pe/tottusPE/42542439_1/public,TOTTUS,,,,26.9,27.9,26.9,27.9,True,3.6,2026-07-06T09:54:23
tottus,carne-de-res,res,Picaña Corte Clásico Tottus,115844967,115844968,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115844967/picana-corte-clasico-tottus,https://media.tottus.com.pe/tottusPE/40251802_1/public,TOTTUS,,,,76.9,78.9,76.9,78.9,True,2.5,2026-07-06T09:54:23
tottus,carne-de-res,res,Mondongo Corte Cau Cau Tottus,113787428,113787429,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/113787428/mondongo-corte-cau-cau-tottus,https://media.tottus.com.pe/tottusPE/41544121_1/public,TOTTUS,5.4,CMR,8.5,5.9,6.5,5.4,5.9,True,8.5,2026-07-06T09:54:23
tottus,carne-de-res,res,Ossobuco De Res Tottus,115921787,115921788,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115921787/ossobuco-de-res-tottus,https://media.tottus.com.pe/tottusPE/40252314_1/public,TOTTUS,24.9,CMR,3.9,25.9,,24.9,25.9,True,3.9,2026-07-06T09:54:23
tottus,carne-de-res,res,Anticucho De Res Aderezado Tottus,115922497,115922498,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115922497/anticucho-de-res-aderezado-tottus,https://media.tottus.com.pe/tottusPE/41971071_1/public,TOTTUS,,,,14.9,,14.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Chanfainita Congelada Tottus,113787387,113787388,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/113787387/chanfainita-congelada-tottus,https://media.tottus.com.pe/tottusPE/41544123_5/public,TOTTUS,,,,6.5,,6.5,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Bisteck De Res Tottus,115842749,115842752,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115842749/bisteck-de-res-tottus,https://media.tottus.com.pe/tottusPE/40325055_1/public,TOTTUS,,,,42.9,43.9,42.9,43.9,True,2.3,2026-07-06T09:54:23
tottus,carne-de-res,res,Bife Angosto De Res Corte Clásico Tottus x Kg,115844343,115844344,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115844343/bife-angosto-de-res-corte-clasico-tottus-x-kg,https://media.tottus.com.pe/tottusPE/40251813_1/public,TOTTUS,,,,54.9,,54.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Bife Ancho De Res Corte Clásico Tottus x Kg,115851793,115851798,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115851793/bife-ancho-de-res-corte-clasico-tottus-x-kg,https://media.tottus.com.pe/tottusPE/40251816_1/public,TOTTUS,,,,56.9,,56.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Churrasco Aguja De Res Tottus,115874484,115874485,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115874484/churrasco-aguja-de-res-tottus,https://media.tottus.com.pe/tottusPE/40252281_1/public,TOTTUS,32.9,CMR,5.7,34.9,35.9,32.9,34.9,True,5.7,2026-07-06T09:54:23
tottus,carne-de-res,res,Sancochado De Res Tottus,115905900,115905901,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115905900/sancochado-de-res-tottus,https://media.tottus.com.pe/tottusPE/40327732_1/public,TOTTUS,,,,24.9,,24.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Malaya Tottus x Kg,115845400,115845401,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845400/malaya-tottus-x-kg,https://media.tottus.com.pe/tottusPE/42092542_1/public,TOTTUS,,,,43.9,,43.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Tomahawk Steak De Res Corte Especial Tottus,115845334,115845335,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845334/tomahawk-steak-de-res-corte-especial-tottus,https://media.tottus.com.pe/tottusPE/41499369_1/public,TOTTUS,,,,69.9,71.9,69.9,71.9,True,2.8,2026-07-06T09:54:23
tottus,carne-de-res,res,Asado Pejerrey Tottus x Kg,115844971,115844973,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115844971/asado-pejerrey-tottus-x-kg,https://media.tottus.com.pe/tottusPE/40251780_1/public,TOTTUS,40.9,CMR,6.8,43.9,44.9,40.9,43.9,True,6.8,2026-07-06T09:54:23
tottus,carne-de-res,res,Mondongo Corte Italiano Tottus,113787393,113787395,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/113787393/mondongo-corte-italiano-tottus,https://media.tottus.com.pe/tottusPE/41544122_1/public,TOTTUS,5.4,CMR,8.5,5.9,6.5,5.4,5.9,True,8.5,2026-07-06T09:54:23
tottus,carne-de-res,res,Asado De Tira Con Hueso Tottus,115921782,115921783,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115921782/asado-de-tira-con-hueso-tottus,https://media.tottus.com.pe/tottusPE/40251790_1/public,TOTTUS,,,,37.9,41.9,37.9,41.9,True,9.5,2026-07-06T09:54:23
tottus,carne-de-res,res,Saltadito De Res Tottus x Kg,115836072,115836073,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115836072/saltadito-de-res-tottus-x-kg,https://media.tottus.com.pe/tottusPE/42508730_1/public,TOTTUS,45.9,CMR,8.0,49.9,55.9,45.9,49.9,True,8.0,2026-07-06T09:54:23
tottus,carne-de-res,res,Pescuezo De Res Tottus,115874530,115874531,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115874530/pescuezo-de-res-tottus,https://media.tottus.com.pe/tottusPE/40252299_1/public,TOTTUS,,,,23.9,,23.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Churrasco Largo Tottus x Kg,115921781,115921784,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115921781/churrasco-largo-tottus-x-kg,https://media.tottus.com.pe/tottusPE/40252275_1/public,TOTTUS,,,,39.9,,39.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Lomo Fino Medallones Tottus,115845410,115845411,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845410/lomo-fino-medallones-tottus,https://media.tottus.com.pe/tottusPE/42102857_1/public,TOTTUS,,,,104.9,,104.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Churrasco Redondo Tottus,115921785,115921786,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115921785/churrasco-redondo-tottus,https://media.tottus.com.pe/tottusPE/40252277_1/public,TOTTUS,,,,38.9,39.9,38.9,39.9,True,2.5,2026-07-06T09:54:23
tottus,carne-de-res,res,Bisteck De Res Tottus,115851718,115851723,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851718/bisteck-de-res-tottus,https://media.tottus.com.pe/tottusPE/42542436_1/public,TOTTUS,,,,46.9,,46.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Lomo Fino Nacional Tottus,115844955,115844956,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115844955/lomo-fino-nacional-tottus,https://media.tottus.com.pe/tottusPE/40251778_1/public,TOTTUS,,,,104.9,,104.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Lomo Fino Tottus Black,115845228,115845230,TOTTUS BLACK,https://www.tottus.com.pe/tottus-pe/articulo/115845228/lomo-fino-tottus-black,https://media.tottus.com.pe/tottusPE/40250139_1/public,TOTTUS,,,,129.9,134.9,129.9,134.9,True,3.7,2026-07-06T09:54:23
tottus,carne-de-res,res,Picaña De Argentina Tottus,115855178,115855179,TOTTUS ARGENTINA,https://www.tottus.com.pe/tottus-pe/articulo/115855178/picana-de-argentina-tottus,https://media.tottus.com.pe/tottusPE/41930062_1/public,TOTTUS,,,,104.9,119.9,104.9,119.9,True,12.5,2026-07-06T09:54:23
tottus,carne-de-res,res,Hamburguesa De Res Tottus x Kg,115877683,115877684,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115877683/hamburguesa-de-res-tottus-x-kg,https://media.tottus.com.pe/tottusPE/40905511_1/public,TOTTUS,,,,25.5,,25.5,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Bife Ancho Baby Beef Tottus Black x Kg,115845238,115845239,TOTTUS BLACK,https://www.tottus.com.pe/tottus-pe/articulo/115845238/bife-ancho-baby-beef-tottus-black-x-kg,https://media.tottus.com.pe/tottusPE/40250173_1/public,TOTTUS,,,,89.9,,89.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Asado Pejerrey en Mitades Tottus x Kg,115845547,115845548,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845547/asado-pejerrey-en-mitades-tottus-x-kg,https://media.tottus.com.pe/tottusPE/41640078_1/public,TOTTUS,40.9,CMR,6.8,43.9,44.9,40.9,43.9,True,6.8,2026-07-06T09:54:23
tottus,carne-de-res,res,Colita De Cuadril De Res Parrillero Tottus,115851607,115851608,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115851607/colita-de-cuadril-de-res-parrillero-tottus,https://media.tottus.com.pe/tottusPE/40251792_1/public,TOTTUS,,,,64.9,,64.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Picaña De Res De Pasturas Naturales Tottus,115851336,115851340,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851336/picana-de-res-de-pasturas-naturales-tottus,https://media.tottus.com.pe/tottusPE/41260249_1/public,TOTTUS,,,,89.9,,89.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Entraña Tottus,115844963,115844964,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115844963/entrana-tottus,https://media.tottus.com.pe/tottusPE/40252267_1/public,TOTTUS,,,,84.9,,84.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Lomo Fino Corte Saltado Tottus x Kg,115845408,115845409,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845408/lomo-fino-corte-saltado-tottus-x-kg,https://media.tottus.com.pe/tottusPE/42102858_1/public,TOTTUS,,,,104.9,,104.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Saltadito Tottus Pasturas Naturales,115851699,115851701,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851699/saltadito-tottus-pasturas-naturales,https://media.tottus.com.pe/tottusPE/42542434_1/public,TOTTUS,,,,59.9,,59.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Picaña Porterhouse,115836985,115836986,PORTERHOUSE,https://www.tottus.com.pe/tottus-pe/articulo/115836985/picana-porterhouse,https://media.tottus.com.pe/tottusPE/40950586_1/public,TOTTUS,,,,129.9,,129.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Entraña Fina De Pasturas Naturales Tottus x Kg,115851524,115851529,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851524/entrana-fina-de-pasturas-naturales-tottus-x-kg,https://media.tottus.com.pe/tottusPE/41260195_1/public,TOTTUS,,,,89.9,,89.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Albondigas de Res Tottus x Kg,115877677,115877678,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115877677/albondigas-de-res-tottus-x-kg,https://media.tottus.com.pe/tottusPE/40252617_1/public,TOTTUS,,,,33.5,,33.5,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Bife Angosto De Res Tottus Black,115845234,115845235,TOTTUS BLACK,https://www.tottus.com.pe/tottus-pe/articulo/115845234/bife-angosto-de-res-tottus-black,https://media.tottus.com.pe/tottusPE/40250171_1/public,TOTTUS,,,,89.9,,89.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Asado Pejerrey Pasturas Naturales Tottus,115851588,115851591,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851588/asado-pejerrey-pasturas-naturales-tottus,https://media.tottus.com.pe/tottusPE/41260171_1/public,TOTTUS,,,,48.9,,48.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Colita De Cuadril Porterhouse x Kg,115838416,115838417,PORTERHOUSE,https://www.tottus.com.pe/tottus-pe/articulo/115838416/colita-de-cuadril-porterhouse-x-kg,https://media.tottus.com.pe/tottusPE/40775224_1/public,TOTTUS,,,,99.9,,99.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Bife Ancho De Res De Pasturas Naturales Tottus x Kg,115851766,115851779,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851766/bife-ancho-de-res-de-pasturas-naturales-tottus-x-kg,https://media.tottus.com.pe/tottusPE/41260172_1/public,TOTTUS,,,,60.9,,60.9,,False,,2026-07-06T09:54:23
tottus,carne-de-res,res,Asado Pejerrey En Trozos De Res Tottus x Kg,115845555,115845556,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845555/asado-pejerrey-en-trozos-de-res-tottus-x-kg,https://media.tottus.com.pe/tottusPE/42102859_1/public,TOTTUS,40.9,CMR,6.8,43.9,44.9,40.9,43.9,True,6.8,2026-07-06T09:54:25
tottus,carne-de-res,res,Bife Angosto Argentino Tottus,115855180,115855181,TOTTUS ARGENTINA,https://www.tottus.com.pe/tottus-pe/articulo/115855180/bife-angosto-argentino-tottus,https://media.tottus.com.pe/tottusPE/41930058_1/public,TOTTUS,,,,99.9,109.9,99.9,109.9,True,9.1,2026-07-06T09:54:25
tottus,carne-de-res,res,Guiso Cubo Especial Tottus,115851714,115851720,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851714/guiso-cubo-especial-tottus,https://media.tottus.com.pe/tottusPE/42542435_1/public,TOTTUS,,,,46.9,,46.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Corazón De Cuadril Tottus Black,115845232,115845233,TOTTUS BLACK,https://www.tottus.com.pe/tottus-pe/articulo/115845232/corazon-de-cuadril-tottus-black,https://media.tottus.com.pe/tottusPE/40250165_1/public,TOTTUS,,,,49.9,64.9,49.9,64.9,True,23.1,2026-07-06T09:54:25
tottus,carne-de-res,res,Entraña Fina Argentina Tottus,115855209,115855210,TOTTUS ARGENTINA,https://www.tottus.com.pe/tottus-pe/articulo/115855209/entrana-fina-argentina-tottus,https://media.tottus.com.pe/tottusPE/42718042_1/public,TOTTUS,,,,109.9,124.9,109.9,124.9,True,12.0,2026-07-06T09:54:25
tottus,carne-de-res,res,Lomo Fino De Res Tottus Pasturas Tottus,115851705,115851706,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851705/lomo-fino-de-res-tottus-pasturas-tottus,https://media.tottus.com.pe/tottusPE/41260209_1/public,TOTTUS,,,,109.9,,109.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Entraña Especial Tottus x Kg,142863533,142863534,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/142863533/entrana-especial-tottus-x-kg,https://media.tottus.com.pe/tottusPE/43508612_1/public,TOTTUS,,,,48.9,,48.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Rib Eye Cowboy Tottus Black x Kg,115895334,115895335,TOTTUS BLACK,https://www.tottus.com.pe/tottus-pe/articulo/115895334/rib-eye-cowboy-tottus-black-x-kg,https://media.tottus.com.pe/tottusPE/41125479_1/public,TOTTUS,,,,79.9,84.9,79.9,84.9,True,5.9,2026-07-06T09:54:25
tottus,carne-de-res,res,Entraña Fina Porterhouse,115836036,115836037,PORTERHOUSE,https://www.tottus.com.pe/tottus-pe/articulo/115836036/entrana-fina-porterhouse,https://media.tottus.com.pe/tottusPE/40775225_1/public,TOTTUS,,,,198.99,219.9,198.99,219.9,True,9.5,2026-07-06T09:54:25
tottus,carne-de-res,res,Asado De Tira Sin Hueso Tottus Black,115845539,115845540,TOTTUS BLACK,https://www.tottus.com.pe/tottus-pe/articulo/115845539/asado-de-tira-sin-hueso-tottus-black,https://media.tottus.com.pe/tottusPE/40250154_1/public,TOTTUS,,,,59.9,80.9,59.9,80.9,True,26.0,2026-07-06T09:54:25
tottus,carne-de-res,res,Entraña Fina De Res Uruguayo Tottus,115848504,115848505,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115848504/entrana-fina-de-res-uruguayo-tottus,https://media.tottus.com.pe/tottusPE/42229316_1/public,TOTTUS,,,,109.9,119.9,109.9,119.9,True,8.3,2026-07-06T09:54:25
tottus,carne-de-res,res,Bife De Vacío Nacional Tottus,115851359,115851360,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115851359/bife-de-vacio-nacional-tottus,https://media.tottus.com.pe/tottusPE/40290362_1/public,TOTTUS,,,,64.9,66.9,64.9,66.9,True,3.0,2026-07-06T09:54:25
tottus,carne-de-res,res,Toril De Res Corte Clásico Tottus,115845330,115845331,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845330/toril-de-res-corte-clasico-tottus,https://media.tottus.com.pe/tottusPE/41480226_1/public,TOTTUS,,,,47.5,,47.5,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Bife Angosto De Res De Pasturas Naturales Tottus,115851347,115851350,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851347/bife-angosto-de-res-de-pasturas-naturales-tottus,https://media.tottus.com.pe/tottusPE/41260173_1/public,TOTTUS,,,,58.9,,58.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Bife Ancho Porterhouse,115875572,115875573,PORTERHOUSE,https://www.tottus.com.pe/tottus-pe/articulo/115875572/bife-ancho-porterhouse,https://media.tottus.com.pe/tottusPE/40728135_1/public,TOTTUS,,,,204.9,,204.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Bife Ancho Argentino Tottus x Kg,115855176,115855177,TOTTUS ARGENTINA,https://www.tottus.com.pe/tottus-pe/articulo/115855176/bife-ancho-argentino-tottus-x-kg,https://media.tottus.com.pe/tottusPE/41930061_1/public,TOTTUS,,,,104.9,119.9,104.9,119.9,True,12.5,2026-07-06T09:54:25
tottus,carne-de-res,res,Delmonico Tottus Black x Kg,142863515,142863516,TOTTUS BLACK,https://www.tottus.com.pe/tottus-pe/articulo/142863515/delmonico-tottus-black-x-kg,https://media.tottus.com.pe/tottusPE/43508610_1/public,TOTTUS,,,,54.9,,54.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Bisteck De Cadera De Res Pasturas Naturales Tottus,115851727,115851728,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851727/bisteck-de-cadera-de-res-pasturas-naturales-tottus,https://media.tottus.com.pe/tottusPE/42542437_1/public,TOTTUS,,,,62.9,,62.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Colita De Cuadril De Res Uruguayo Tottus,115848498,115848499,TOTTUS URUGUAYA,https://www.tottus.com.pe/tottus-pe/articulo/115848498/colita-de-cuadril-de-res-uruguayo-tottus,https://media.tottus.com.pe/tottusPE/41681139_1/public,TOTTUS,,,,74.9,84.9,74.9,84.9,True,11.8,2026-07-06T09:54:25
tottus,carne-de-res,res,Bife de Vacío Porterhouse,115875568,115875569,PORTERHOUSE,https://www.tottus.com.pe/tottus-pe/articulo/115875568/bife-de-vacio-porterhouse,https://media.tottus.com.pe/tottusPE/41125473_1/public,TOTTUS,,,,129.9,139.9,129.9,139.9,True,7.1,2026-07-06T09:54:25
tottus,carne-de-res,res,Picaña Porcionada x Kg,139325190,139325191,CREEKSTONE,https://www.tottus.com.pe/tottus-pe/articulo/139325190/picana-porcionada-x-kg,https://media.tottus.com.pe/tottusPE/43451217_1/public,TOTTUS,,,,149.9,,149.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Bife Angosto De Res Porterhouse x Kg,115875570,115875571,PORTERHOUSE,https://www.tottus.com.pe/tottus-pe/articulo/115875570/bife-angosto-de-res-porterhouse-x-kg,https://media.tottus.com.pe/tottusPE/40728137_1/public,TOTTUS,,,,179.9,,179.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Bife Angosto Uruguayo Tottus,115848724,115848725,TOTTUS URUGUAYA,https://www.tottus.com.pe/tottus-pe/articulo/115848724/bife-angosto-uruguayo-tottus,https://media.tottus.com.pe/tottusPE/41681135_1/public,TOTTUS,,,,99.9,,99.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Colita De Cuadril De Pasturas Naturales Tottus,115851563,115851567,TOTTUS PASTURAS NATURALES,https://www.tottus.com.pe/tottus-pe/articulo/115851563/colita-de-cuadril-de-pasturas-naturales-tottus,https://media.tottus.com.pe/tottusPE/41260176_1/public,TOTTUS,,,,69.9,,69.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Colita De Cuadril De Argentina Tottus x Kg,116242278,116242279,TOTTUS ARGENTINA,https://www.tottus.com.pe/tottus-pe/articulo/116242278/colita-de-cuadril-de-argentina-tottus-x-kg,https://media.tottus.com.pe/tottusPE/41930063_1/public,TOTTUS,,,,79.9,89.9,79.9,89.9,True,11.1,2026-07-06T09:54:25
tottus,carne-de-res,res,Chapita De Res Corte Clásico Tottus,115845246,115845247,TOTTUS,https://www.tottus.com.pe/tottus-pe/articulo/115845246/chapita-de-res-corte-clasico-tottus,https://media.tottus.com.pe/tottusPE/40319582_1/public,TOTTUS,,,,43.9,,43.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Flat Iron Creekstone x Kg,138764603,138764604,CREEKSTONE,https://www.tottus.com.pe/tottus-pe/articulo/138764603/flat-iron-creekstone-x-kg,https://media.tottus.com.pe/tottusPE/43439235_1/public,TOTTUS,,,,139.9,,139.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Asado De Tira XL Choice Creekstone x Kg,143936038,143936039,CREEKSTONE,https://www.tottus.com.pe/tottus-pe/articulo/143936038/asado-de-tira-xl-choice-creekstone-x-kg,https://media.tottus.com.pe/tottusPE/43529832_1/public,TOTTUS,,,,154.9,,154.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Hamburguesa De Res Granel x Kg,139325245,139325247,CREEKSTONE,https://www.tottus.com.pe/tottus-pe/articulo/139325245/hamburguesa-de-res-granel-x-kg,https://media.tottus.com.pe/tottusPE/43451215_1/public,TOTTUS,,,,84.9,,84.9,,False,,2026-07-06T09:54:25
tottus,carne-de-res,res,Flat Iron Prime Creekstone x Kg,150075652,150075654,CREEKSTONE,https://www.tottus.com.pe/tottus-pe/articulo/150075652/flat-iron-prime-creekstone-x-kg,https://media.tottus.com.pe/tottusPE/43602461_1/public,TOTTUS,,,,164.9,,164.9,,False,,2026-07-06T09:54:25
